user, # samples ,tbg v.s. sat(raw), p-value, ptbg v.s. sat(raw),p-value
2014012173,49,0.224563220429,0.12084195759,0.231935631269,0.108804584852
2014013072,26,-0.191131976679,0.349625020226,-0.186136148105,0.362598076082
2014013076,23,0.0450013889033,0.83844225904,0.0717850214822,0.744809921012
2013013014,51,0.448549970998,0.000962801530238,0.463398631674,0.000615879101313
2013011103,41,0.0447657386247,0.781077280931,0.0479701293562,0.765832005091
2012011297,30,-0.0521776397859,0.784214086528,-0.0117594569614,0.950822171811
2011011235,41,0.533396548507,0.000329430381515,0.517936552738,0.000523598780787
2011011239,30,0.524982150301,0.00289523470292,0.517582591092,0.0033974497618
2014620840,23,0.0199033028163,0.928177247548,0.0130918506097,0.95272333321
2014012337,37,-0.0564548753205,0.739979844406,-0.05341867636,0.753517330032
2011011254,28,0.423760647905,0.0246284138051,0.446321728762,0.0172780043744
2012012731,24,0.422709229866,0.039599815339,0.448529877349,0.0279248794686
2014012991,37,0.496663679993,0.00176730045471,0.500482318483,0.00160697558094
2013011392,26,0.278909956307,0.167652792908,0.275565318449,0.173020823733
2013011395,34,0.463272128155,0.00579348930149,0.455208947025,0.00682835549227
2011011268,23,0.342061266555,0.110129934309,0.364312945562,0.0874408107192
2013011400,15,0.0588168463554,0.835062443193,0.0393236299703,0.88933983488
2013012946,27,0.227255269176,0.254298651383,0.241940833354,0.224046635461
2013012949,32,0.206638492683,0.256494011723,0.204004735931,0.262739685053
2013010775,34,0.196771516437,0.264680317431,0.18095731288,0.305753820221
2011012703,55,0.166289540807,0.224984667083,0.187795404211,0.169755617667
2014013409,32,0.197084946131,0.279620458237,0.20054513825,0.2710939252
2013011429,42,0.343796542209,0.0257968270144,0.354982753871,0.021064879257
2014010728,33,0.456155821,0.00762864358156,0.459157947706,0.00719055508652
2014010219,11,-0.320593938749,0.336443955045,-0.275659556379,0.411948366384
2011010412,50,0.183169119864,0.202930774971,0.204053962563,0.155203461444
2013011437,20,0.0956000570289,0.688473085256,0.0955923309723,0.688497051975
2014011004,14,-0.33007939087,0.249088023514,-0.311285045506,0.278659371589
2013010773,37,0.129181006076,0.446054751422,0.132722725568,0.433577058674
