user, # samples ,tbg v.s. sat(raw), p-value, ptbg v.s. sat(raw),p-value
2014012173,49,0.224563220429,0.12084195759,0.226232951988,0.118031134371
2014013072,26,-0.191131976679,0.349625020226,-0.190202608458,0.3520172533
2014013076,23,0.0450013889033,0.83844225904,0.0505453392284,0.818841919728
2013013014,51,0.448549970998,0.000962801530238,0.451802372321,0.000874537058402
2013011103,41,0.0447657386247,0.781077280931,0.0455396240851,0.77738777701
2012011297,30,-0.0521776397859,0.784214086528,-0.0436805457624,0.818720198304
2011011235,41,0.533396548507,0.000329430381515,0.530468250739,0.000360265661543
2011011239,30,0.524982150301,0.00289523470292,0.523637226492,0.0029814366685
2014620840,23,0.0199033028163,0.928177247548,0.0185387917889,0.933090095762
2014012337,37,-0.0564548753205,0.739979844406,-0.0558651782263,0.74260324574
2011011254,28,0.423760647905,0.0246284138051,0.428951590402,0.0227447747405
2012012731,24,0.422709229866,0.039599815339,0.428521967369,0.0366844436611
2014012991,37,0.496663679993,0.00176730045471,0.497926251553,0.00171280253803
2013011392,26,0.278909956307,0.167652792908,0.27841789728,0.168435096046
2013011395,34,0.463272128155,0.00579348930149,0.461868370289,0.00596331385453
2011011268,23,0.342061266555,0.110129934309,0.346911074244,0.10485240431
2013011400,15,0.0588168463554,0.835062443193,0.0548915257824,0.845944394217
2013012946,27,0.227255269176,0.254298651383,0.23057642313,0.247234936277
2013012949,32,0.206638492683,0.256494011723,0.206230550748,0.257454942097
2013010775,34,0.196771516437,0.264680317431,0.193603393443,0.272603264925
2011012703,55,0.166289540807,0.224984667083,0.170967966462,0.212022927435
2014013409,32,0.197084946131,0.279620458237,0.197926214389,0.277531687862
2013011429,42,0.343796542209,0.0257968270144,0.34627910192,0.0246767756426
2014010728,33,0.456155821,0.00762864358156,0.457035951776,0.00749791561717
2014010219,11,-0.320593938749,0.336443955045,-0.311229132024,0.351534389085
2011010412,50,0.183169119864,0.202930774971,0.187768909271,0.191622483873
2013011437,20,0.0956000570289,0.688473085256,0.0956532460953,0.688308097144
2014011004,14,-0.33007939087,0.249088023514,-0.326335350858,0.254820460058
2013010773,37,0.129181006076,0.446054751422,0.130094999135,0.442816115724
