user, # samples ,tbg v.s. sat(raw), p-value, ptbg v.s. sat(raw),p-value
2014012173,49,0.224563220429,0.12084195759,0.230644760188,0.110843165723
2014013072,26,-0.191131976679,0.349625020226,-0.187199229894,0.359814146722
2014013076,23,0.0450013889033,0.83844225904,0.0666202497374,0.762638561552
2013013014,51,0.448549970998,0.000962801530238,0.460698548986,0.000669010599101
2013011103,41,0.0447657386247,0.781077280931,0.047459160534,0.768257331474
2012011297,30,-0.0521776397859,0.784214086528,-0.0194322954815,0.91881867918
2011011235,41,0.533396548507,0.000329430381515,0.521175705731,0.000476023204793
2011011239,30,0.524982150301,0.00289523470292,0.519177218556,0.00328331448201
2014620840,23,0.0199033028163,0.928177247548,0.0144482596093,0.947831302978
2014012337,37,-0.0564548753205,0.739979844406,-0.0540414510504,0.750734504583
2011011254,28,0.423760647905,0.0246284138051,0.442461660437,0.0183880145872
2012012731,24,0.422709229866,0.039599815339,0.443981585441,0.0297514738959
2014012991,37,0.496663679993,0.00176730045471,0.500180458343,0.0016191660861
2013011392,26,0.278909956307,0.167652792908,0.276394504285,0.171678942306
2013011395,34,0.463272128155,0.00579348930149,0.457011941202,0.00658417739515
2011011268,23,0.342061266555,0.110129934309,0.360255996127,0.091291973565
2013011400,15,0.0588168463554,0.835062443193,0.0431878538504,0.878536484363
2013012946,27,0.227255269176,0.254298651383,0.239376865973,0.229145913872
2013012949,32,0.206638492683,0.256494011723,0.204638802881,0.261227038149
2013010775,34,0.196771516437,0.264680317431,0.184108527235,0.297264887175
2011012703,55,0.166289540807,0.224984667083,0.183860230152,0.179041452184
2014013409,32,0.197084946131,0.279620458237,0.199994646933,0.27243899786
2013011429,42,0.343796542209,0.0257968270144,0.352986730283,0.0218513979708
2014010728,33,0.456155821,0.00762864358156,0.458825733442,0.00723795305256
2014010219,11,-0.320593938749,0.336443955045,-0.284258256282,0.396903595342
2011010412,50,0.183169119864,0.202930774971,0.200288805908,0.163132866414
2013011437,20,0.0956000570289,0.688473085256,0.0956448320886,0.688334195799
2014011004,14,-0.33007939087,0.249088023514,-0.315044966864,0.272584596032
2013010773,37,0.129181006076,0.446054751422,0.132211311245,0.435366782063
