user, # samples ,tbg v.s. sat(raw), p-value, ptbg v.s. sat(raw),p-value
2014012173,49,0.224563220429,0.12084195759,0.22926783091,0.113049679935
2014013072,26,-0.191131976679,0.349625020226,-0.188233243575,0.357118429225
2014013076,23,0.0450013889033,0.83844225904,0.0613573396437,0.780926742592
2013013014,51,0.448549970998,0.000962801530238,0.457870029021,0.000729063759252
2013011103,41,0.0447657386247,0.781077280931,0.0468848781019,0.770985780774
2012011297,30,-0.0521776397859,0.784214086528,-0.0273089553493,0.886094329449
2011011235,41,0.533396548507,0.000329430381515,0.524349384968,0.000433203005482
2011011239,30,0.524982150301,0.00289523470292,0.520724150981,0.00317576077927
2014620840,23,0.0199033028163,0.928177247548,0.0158093738037,0.94292413428
2014012337,37,-0.0564548753205,0.739979844406,-0.0546574551188,0.747984980765
2011011254,28,0.423760647905,0.0246284138051,0.438289002313,0.019653261328
2012012731,24,0.422709229866,0.039599815339,0.43914153733,0.0317988044497
2014012991,37,0.496663679993,0.00176730045471,0.499665697117,0.0016401422419
2013011392,26,0.278909956307,0.167652792908,0.277151631415,0.170460055439
2013011395,34,0.463272128155,0.00579348930149,0.458728805982,0.00635864831048
2011011268,23,0.342061266555,0.110129934309,0.356005629238,0.0954607234552
2013011400,15,0.0588168463554,0.835062443193,0.0470730292407,0.867694574932
2013012946,27,0.227255269176,0.254298651383,0.236632122461,0.234689989805
2013012949,32,0.206638492683,0.256494011723,0.20522480933,0.259834136224
2013010775,34,0.196771516437,0.264680317431,0.187268627903,0.28890421806
2011012703,55,0.166289540807,0.224984667083,0.179747755713,0.189132012596
2014013409,32,0.197084946131,0.279620458237,0.199377150532,0.273952939066
2013011429,42,0.343796542209,0.0257968270144,0.350872231579,0.0227112575882
2014010728,33,0.456155821,0.00762864358156,0.45836515563,0.00730410551631
2014010219,11,-0.320593938749,0.336443955045,-0.293055632594,0.381798382999
2011010412,50,0.183169119864,0.202930774971,0.196323536723,0.171799256238
2013011437,20,0.0956000570289,0.688473085256,0.0956737260191,0.688244573718
2014011004,14,-0.33007939087,0.249088023514,-0.318811004676,0.26657949612
2013010773,37,0.129181006076,0.446054751422,0.131605797864,0.437491070836
