user, # samples ,tbg v.s. sat(raw), p-value, ptbg v.s. sat(raw),p-value
2014012173,49,0.188781703515,0.0556628169859,0.188781703515,0.0556628169859
2014013072,26,-0.258701017857,0.0638528773654,-0.251613318738,0.071477312504
2014013076,23,0.0694144800151,0.642778994235,0.0780912900169,0.601813824637
2013013014,51,0.387984882681,5.87188112702e-05,0.393311906242,4.63980958294e-05
2013011103,41,0.148516881367,0.171353225877,0.157085162984,0.147957417426
2012011297,30,0.0378807512353,0.768768018207,0.0487038230168,0.705443236864
2011011235,41,0.398579717929,0.000241608502417,0.398579717929,0.000241608502417
2011011239,30,0.451575182213,0.000457282668134,0.451575182213,0.000457282668134
2014620840,23,0.00876064586212,0.953320668031,0.00876064586212,0.953320668031
2014012337,37,-0.0153674489941,0.89351431148,-0.0153674489941,0.89351431148
2011011254,28,0.392589799973,0.00336953181935,0.392589799973,0.00336953181935
2012012731,24,0.365355993088,0.0123761854795,0.389986734195,0.00758839975467
2014012991,37,0.378830300975,0.000967487695983,0.395971943553,0.000562401437755
2013011392,26,0.278114149417,0.0463412476536,0.284981165452,0.0412047621527
2013011395,34,0.350221533683,0.00358408444411,0.350221533683,0.00358408444411
2011011268,23,0.31689322778,0.0342232413998,0.31689322778,0.0342232413998
2013011400,15,0.0431080537409,0.822760406422,0.0431080537409,0.822760406422
2013012946,27,0.251531199507,0.0656918583944,0.251531199507,0.0656918583944
2013012949,32,0.134665296268,0.278736731993,0.148360072159,0.232746597856
2013010775,34,0.204025031779,0.089738880946,0.204025031779,0.089738880946
2011012703,55,0.148582465002,0.109204069624,0.148582465002,0.109204069624
2014013409,32,0.169917211749,0.171717665976,0.169917211749,0.171717665976
2013011429,42,0.315661148636,0.00322504401531,0.315661148636,0.00322504401531
2014010728,33,0.361833660235,0.00307460193108,0.366065632869,0.00274623829643
2014010219,11,-0.226191933317,0.332796730114,-0.226191933317,0.332796730114
2011010412,50,0.20540372964,0.0353120436765,0.209121444203,0.0321245757871
2013011437,20,0.0662722756442,0.682884806157,0.0662722756442,0.682884806157
2014011004,14,-0.192102564044,0.338560366806,-0.192102564044,0.338560366806
2013010773,37,0.144849672679,0.207050244701,0.144849672679,0.207050244701
