idx,doclength, imagelength
2038,374,1728
2039,374,1730
2040,376,1731
2041,376,1732
2042,376,1735
2043,377,1735
2044,377,1738
2045,377,1738
2046,377,1742
2047,378,1746
2048,378,1746
2049,378,1746
2050,379,1746
2051,379,1746
2052,379,1747
2053,379,1749
2054,379,1755
2055,379,1755
2056,380,1755
2057,380,1755
2058,383,1755
2059,383,1755
2060,383,1755
2061,383,1755
2062,383,1755
2063,383,1755
2064,383,1755
2065,383,1755
2066,383,1755
2067,384,1755
2068,384,1755
2069,385,1755
2070,385,1755
2071,386,1755
2072,386,1755
2073,386,1755
2074,386,1755
2075,386,1755
2076,386,1755
2077,386,1755
2078,386,1755
2079,386,1755
2080,386,1757
2081,386,1758
2082,386,1758
2083,386,1759
2084,386,1759
2085,386,1759
2086,386,1759
2087,386,1759
2088,386,1759
2089,386,1759
2090,387,1761
2091,388,1762
2092,388,1762
2093,389,1765
2094,391,1767
2095,391,1769
2096,391,1771
2097,391,1771
2098,391,1772
2099,391,1773
2100,391,1773
2101,391,1773
2102,391,1774
2103,392,1774
2104,392,1774
2105,392,1774
2106,392,1779
2107,392,1779
2108,392,1782
2109,392,1784
2110,392,1791
2111,392,1798
2112,392,1800
2113,392,1800
2114,392,1800
2115,392,1800
2116,392,1801
2117,393,1801
2118,393,1802
2119,394,1803
2120,395,1804
2121,395,1807
2122,396,1807
2123,396,1807
2124,396,1807
2125,396,1807
2126,396,1807
2127,397,1808
2128,397,1808
2129,397,1808
2130,398,1808
2131,398,1808
2132,398,1808
2133,398,1809
2134,399,1812
2135,399,1812
2136,400,1813
2137,401,1814
2138,401,1814
2139,401,1816
2140,401,1820
2141,401,1820
2142,401,1820
2143,401,1820
2144,401,1820
2145,401,1820
2146,401,1820
2147,401,1820
2148,401,1820
2149,401,1820
2150,401,1820
2151,401,1820
2152,401,1820
2153,401,1820
2154,402,1820
2155,402,1823
2156,402,1824
2157,402,1827
2158,402,1827
2159,402,1827
2160,402,1827
2161,403,1827
2162,403,1829
2163,404,1830
2164,404,1832
2165,404,1836
2166,404,1837
2167,404,1838
2168,405,1841
2169,405,1845
2170,405,1846
2171,405,1847
2172,406,1849
2173,406,1853
2174,406,1854
2175,406,1854
2176,406,1855
2177,406,1855
2178,406,1855
2179,407,1861
2180,407,1861
2181,407,1863
2182,407,1864
2183,407,1866
2184,407,1868
2185,407,1871
2186,407,1873
2187,408,1873
2188,409,1873
2189,409,1877
2190,409,1880
2191,409,1880
2192,409,1880
2193,409,1882
2194,411,1883
2195,411,1886
2196,411,1886
2197,411,1888
2198,411,1888
2199,411,1889
2200,411,1889
2201,411,1889
2202,412,1889
2203,413,1889
2204,413,1890
2205,413,1894
2206,413,1895
2207,413,1896
2208,413,1900
2209,413,1901
2210,413,1904
2211,413,1907
2212,413,1907
2213,413,1911
2214,413,1913
2215,414,1915
2216,414,1915
2217,415,1915
2218,415,1916
2219,415,1917
2220,415,1917
2221,415,1917
2222,415,1917
2223,415,1917
2224,416,1918
2225,417,1922
2226,417,1924
2227,417,1924
2228,419,1926
2229,420,1927
2230,421,1929
2231,422,1932
2232,422,1935
2233,422,1936
2234,422,1936
2235,422,1936
2236,422,1939
2237,422,1939
2238,422,1940
2239,422,1940
2240,422,1941
2241,422,1941
2242,422,1941
2243,423,1946
2244,424,1946
2245,424,1946
2246,424,1947
2247,424,1947
2248,424,1947
2249,425,1948
2250,425,1949
2251,425,1949
2252,425,1951
2253,425,1951
2254,425,1951
2255,426,1951
2256,426,1951
2257,426,1952
2258,427,1952
2259,427,1952
2260,427,1953
2261,427,1954
2262,428,1954
2263,428,1954
2264,428,1961
2265,428,1968
2266,428,1969
2267,428,1969
2268,428,1970
2269,429,1971
2270,429,1972
2271,429,1972
2272,429,1975
2273,429,1977
2274,430,1977
2275,430,1977
2276,430,1980
2277,430,1980
2278,431,1980
2279,431,1980
2280,432,1980
2281,433,1980
2282,434,1980
2283,435,1980
2284,435,1981
2285,435,1981
2286,436,1982
2287,436,1986
2288,436,1986
2289,436,1989
2290,438,1989
2291,438,1992
2292,440,1994
2293,440,1994
2294,440,1995
2295,440,1998
2296,440,2000
2297,441,2000
2298,443,2000
2299,447,2000
2300,449,2000
2301,449,2001
2302,450,2002
2303,451,2004
2304,452,2007
2305,453,2007
2306,453,2007
2307,453,2008
2308,453,2008
2309,454,2008
2310,454,2008
2311,458,2008
2312,458,2008
2313,458,2008
2314,458,2008
2315,458,2008
2316,458,2008
2317,458,2008
2318,458,2008
2319,459,2008
2320,459,2008
2321,459,2008
2322,460,2009
2323,461,2013
2324,462,2013
2325,463,2014
2326,463,2014
2327,463,2014
2328,463,2015
2329,465,2018
2330,466,2018
2331,467,2023
2332,467,2026
2333,468,2026
2334,468,2029
2335,468,2029
2336,469,2029
2337,469,2033
2338,472,2035
2339,475,2036
2340,475,2036
2341,478,2041
2342,478,2041
2343,480,2041
2344,481,2041
2345,483,2041
2346,484,2041
2347,484,2041
2348,485,2041
2349,485,2041
2350,489,2041
2351,489,2041
2352,490,2041
2353,492,2041
2354,493,2042
2355,496,2043
2356,498,2047
2357,499,2047
2358,499,2047
2359,499,2047
2360,500,2047
2361,501,2048
2362,502,2050
2363,502,2050
2364,502,2051
2365,502,2051
2366,502,2053
2367,504,2055
2368,506,2057
2369,506,2058
2370,506,2059
2371,506,2059
2372,506,2059
2373,506,2059
2374,506,2061
2375,506,2061
2376,506,2064
2377,506,2065
2378,506,2065
2379,506,2065
2380,506,2065
2381,506,2065
2382,506,2068
2383,506,2069
2384,506,2070
2385,506,2070
2386,506,2071
2387,506,2071
2388,506,2081
2389,506,2081
2390,506,2081
2391,506,2081
2392,506,2081
2393,506,2081
2394,506,2089
2395,506,2089
2396,506,2091
2397,506,2092
2398,506,2094
2399,507,2097
2400,509,2097
2401,509,2097
2402,509,2097
2403,509,2099
2404,509,2099
2405,514,2099
2406,514,2104
2407,514,2105
2408,516,2107
2409,516,2109
2410,516,2109
2411,516,2114
2412,516,2115
2413,516,2115
2414,516,2116
2415,516,2117
2416,517,2117
2417,517,2117
2418,518,2117
2419,518,2126
2420,518,2126
2421,519,2132
2422,519,2133
2423,519,2134
2424,519,2137
2425,520,2138
2426,520,2139
2427,521,2143
2428,521,2144
2429,521,2145
2430,521,2145
2431,521,2145
2432,521,2145
2433,521,2147
2434,521,2147
2435,521,2147
2436,521,2147
2437,521,2147
2438,521,2148
2439,521,2149
2440,521,2149
2441,521,2156
2442,521,2156
2443,521,2156
2444,521,2160
2445,521,2162
2446,521,2162
2447,521,2164
2448,521,2168
2449,521,2169
2450,521,2169
2451,523,2170
2452,523,2170
2453,523,2173
2454,524,2173
2455,524,2175
2456,525,2175
2457,525,2176
2458,526,2177
2459,526,2177
2460,527,2177
2461,528,2177
2462,530,2177
2463,532,2177
2464,533,2177
2465,534,2177
2466,534,2179
2467,534,2180
2468,535,2183
2469,535,2183
2470,535,2183
2471,535,2183
2472,536,2183
2473,536,2183
2474,536,2183
2475,536,2183
2476,537,2185
2477,537,2187
2478,538,2187
2479,540,2190
2480,540,2192
2481,540,2193
2482,543,2195
2483,543,2195
2484,543,2196
2485,546,2196
2486,547,2196
2487,547,2196
2488,548,2196
2489,548,2196
2490,548,2198
2491,548,2199
2492,549,2200
2493,549,2200
2494,550,2200
2495,550,2201
2496,550,2202
2497,550,2202
2498,551,2203
2499,551,2204
2500,551,2205
2501,551,2206
2502,554,2207
2503,555,2208
2504,557,2208
2505,557,2208
2506,557,2208
2507,557,2209
2508,558,2209
2509,558,2211
2510,558,2211
2511,558,2213
2512,559,2213
2513,561,2213
2514,561,2213
2515,561,2213
2516,561,2213
2517,561,2213
2518,561,2215
2519,562,2215
2520,563,2217
2521,564,2222
2522,565,2226
2523,566,2230
2524,566,2237
2525,566,2237
2526,567,2239
2527,567,2241
2528,567,2242
2529,567,2243
2530,568,2244
2531,569,2245
2532,572,2245
2533,573,2250
2534,574,2250
2535,574,2258
2536,574,2259
2537,574,2263
2538,574,2264
2539,574,2264
2540,574,2264
2541,575,2265
2542,575,2265
2543,577,2265
2544,578,2265
2545,578,2265
2546,578,2265
2547,578,2265
2548,578,2265
2549,579,2267
2550,579,2267
2551,580,2271
2552,580,2273
2553,580,2274
2554,580,2274
2555,581,2274
2556,581,2276
2557,581,2276
2558,581,2278
2559,581,2281
2560,581,2281
2561,581,2281
2562,582,2281
2563,582,2285
2564,582,2287
2565,584,2287
2566,585,2288
2567,585,2288
2568,585,2288
2569,585,2290
2570,585,2291
2571,585,2291
2572,585,2293
2573,585,2295
2574,585,2296
2575,585,2299
2576,585,2299
2577,585,2300
2578,585,2302
2579,585,2303
2580,585,2303
2581,585,2303
2582,586,2303
2583,587,2303
2584,587,2303
2585,588,2303
2586,589,2305
2587,589,2305
2588,589,2305
2589,593,2306
2590,596,2307
2591,596,2308
2592,597,2308
2593,597,2308
2594,598,2308
2595,600,2308
2596,600,2308
2597,601,2308
2598,601,2308
2599,602,2308
2600,602,2308
2601,602,2308
2602,602,2308
2603,603,2313
2604,604,2313
2605,605,2313
2606,605,2313
2607,605,2313
2608,605,2314
2609,605,2314
2610,605,2315
2611,605,2318
2612,606,2320
2613,610,2321
2614,611,2325
2615,611,2326
2616,612,2329
2617,612,2329
2618,612,2332
2619,614,2333
2620,617,2333
2621,621,2333
2622,621,2333
2623,621,2334
2624,621,2334
2625,622,2334
2626,623,2334
2627,625,2334
2628,626,2339
2629,626,2342
2630,627,2342
2631,627,2342
2632,631,2342
2633,631,2342
2634,633,2344
2635,633,2344
2636,634,2346
2637,634,2347
2638,634,2347
2639,634,2348
2640,634,2352
2641,634,2354
2642,634,2355
2643,634,2355
2644,634,2357
2645,634,2359
2646,634,2360
2647,634,2362
2648,634,2363
2649,634,2364
2650,634,2366
2651,634,2369
2652,634,2369
2653,634,2370
2654,634,2370
2655,635,2370
2656,635,2370
2657,635,2370
2658,635,2370
2659,636,2371
2660,636,2373
2661,636,2376
2662,637,2377
2663,638,2377
2664,638,2377
2665,638,2377
2666,639,2378
2667,640,2378
2668,640,2379
2669,640,2382
2670,640,2383
2671,640,2383
2672,640,2383
2673,641,2383
2674,641,2384
2675,641,2384
2676,641,2384
2677,642,2385
2678,643,2387
2679,643,2388
2680,643,2388
2681,643,2389
2682,643,2390
2683,643,2391
2684,643,2391
2685,643,2391
2686,643,2392
2687,645,2393
2688,647,2394
2689,647,2396
2690,647,2397
2691,647,2397
2692,647,2397
2693,650,2397
2694,652,2397
2695,653,2397
2696,653,2397
2697,654,2397
2698,657,2397
2699,659,2397
2700,659,2397
2701,659,2397
2702,659,2397
2703,660,2397
2704,663,2398
2705,671,2398
2706,674,2398
2707,674,2399
2708,679,2399
2709,679,2399
2710,679,2399
2711,679,2400
2712,679,2400
2713,679,2400
2714,679,2400
2715,679,2400
2716,679,2400
2717,679,2400
2718,679,2400
2719,679,2400
2720,679,2400
2721,679,2403
2722,679,2404
2723,679,2404
2724,682,2406
2725,684,2407
2726,685,2408
2727,685,2412
2728,685,2413
2729,685,2414
2730,687,2414
2731,688,2416
2732,690,2421
2733,690,2421
2734,690,2421
2735,690,2423
2736,691,2423
2737,691,2425
2738,692,2426
2739,692,2426
2740,696,2427
2741,697,2428
2742,700,2430
2743,701,2431
2744,702,2431
2745,703,2431
2746,703,2432
2747,705,2432
2748,705,2432
2749,706,2433
2750,710,2433
2751,711,2433
2752,711,2433
2753,711,2433
2754,711,2433
2755,711,2440
2756,711,2441
2757,711,2442
2758,711,2442
2759,711,2443
2760,713,2444
2761,713,2447
2762,713,2448
2763,713,2450
2764,716,2453
2765,718,2453
2766,718,2453
2767,719,2455
2768,719,2455
2769,720,2455
2770,720,2458
2771,722,2459
2772,723,2461
2773,723,2462
2774,723,2462
2775,726,2462
2776,726,2464
2777,726,2464
2778,726,2466
2779,726,2470
2780,727,2475
2781,727,2476
2782,727,2478
2783,727,2483
2784,728,2483
2785,728,2483
2786,729,2483
2787,729,2483
2788,729,2483
2789,729,2485
2790,729,2491
2791,729,2491
2792,729,2491
2793,731,2491
2794,733,2492
2795,735,2492
2796,735,2492
2797,738,2492
2798,738,2492
2799,738,2492
2800,738,2492
2801,741,2493
2802,741,2495
2803,747,2496
2804,747,2496
2805,747,2499
2806,747,2500
2807,747,2500
2808,747,2501
2809,747,2501
2810,747,2502
2811,747,2507
2812,747,2511
2813,747,2511
2814,747,2514
2815,747,2515
2816,748,2516
2817,748,2517
2818,751,2518
2819,752,2519
2820,752,2519
2821,753,2520
2822,753,2521
2823,754,2521
2824,755,2522
2825,755,2522
2826,755,2523
2827,755,2524
2828,755,2525
2829,756,2525
2830,756,2525
2831,756,2526
2832,758,2526
2833,759,2532
2834,760,2533
2835,760,2538
2836,760,2540
2837,760,2541
2838,760,2541
2839,760,2541
2840,760,2541
2841,760,2541
2842,760,2541
2843,761,2541
2844,761,2542
2845,761,2542
2846,761,2545
2847,761,2545
2848,766,2546
2849,767,2548
2850,767,2550
2851,767,2550
2852,767,2550
2853,768,2550
2854,769,2552
2855,770,2555
2856,771,2555
2857,772,2555
2858,773,2557
2859,773,2559
2860,775,2559
2861,776,2560
2862,777,2561
2863,786,2561
2864,786,2561
2865,786,2562
2866,786,2564
2867,786,2565
2868,789,2565
2869,789,2566
2870,792,2567
2871,792,2569
2872,793,2569
2873,794,2570
2874,794,2571
2875,796,2571
2876,796,2571
2877,797,2571
2878,797,2571
2879,799,2572
2880,802,2572
2881,802,2572
2882,802,2572
2883,802,2572
2884,804,2572
2885,805,2572
2886,805,2572
2887,805,2572
2888,806,2572
2889,807,2572
2890,811,2576
2891,815,2580
2892,815,2580
2893,822,2581
2894,823,2581
2895,823,2582
2896,824,2583
2897,824,2584
2898,825,2585
2899,829,2586
2900,829,2589
2901,830,2590
2902,831,2591
2903,831,2592
2904,831,2593
2905,831,2595
2906,831,2595
2907,836,2595
2908,838,2596
2909,841,2597
2910,841,2598
2911,842,2601
2912,843,2601
2913,844,2602
2914,845,2602
2915,849,2602
2916,849,2603
2917,850,2603
2918,850,2607
2919,850,2610
2920,850,2610
2921,860,2612
2922,860,2612
2923,860,2612
2924,860,2612
2925,860,2612
2926,861,2612
2927,861,2612
2928,862,2612
2929,863,2612
2930,863,2612
2931,864,2613
2932,869,2613
2933,869,2613
2934,869,2613
2935,869,2614
2936,869,2617
2937,869,2619
2938,869,2620
2939,869,2621
2940,869,2622
2941,872,2623
2942,873,2623
2943,874,2623
2944,875,2623
2945,875,2623
2946,876,2623
2947,876,2623
2948,876,2623
2949,878,2623
2950,878,2623
2951,878,2623
2952,878,2623
2953,878,2623
2954,878,2624
2955,878,2624
2956,881,2624
2957,881,2624
2958,881,2624
2959,883,2624
2960,883,2624
2961,883,2624
2962,885,2625
2963,887,2630
2964,888,2630
2965,890,2630
2966,892,2630
2967,893,2630
2968,893,2630
2969,896,2630
2970,896,2630
2971,898,2630
2972,898,2630
2973,898,2630
2974,900,2630
2975,903,2632
2976,905,2632
2977,907,2635
2978,907,2636
2979,914,2637
2980,914,2638
2981,915,2638
2982,918,2639
2983,918,2640
2984,918,2640
2985,921,2641
2986,921,2641
2987,921,2642
2988,921,2642
2989,921,2642
2990,921,2643
2991,923,2645
2992,925,2645
2993,926,2647
2994,927,2650
2995,927,2652
2996,927,2655
2997,927,2656
2998,928,2656
2999,928,2656
3000,929,2658
3001,930,2659
3002,932,2659
3003,932,2662
3004,936,2662
3005,936,2662
3006,937,2662
3007,937,2663
3008,937,2663
3009,937,2664
3010,937,2665
3011,938,2665
3012,938,2666
3013,939,2666
3014,940,2667
3015,940,2667
3016,942,2670
3017,942,2670
3018,942,2670
3019,947,2670
3020,947,2670
3021,948,2676
3022,948,2677
3023,948,2677
3024,949,2678
3025,953,2678
3026,953,2680
3027,960,2680
3028,961,2681
3029,961,2682
3030,961,2684
3031,961,2684
3032,961,2686
3033,961,2688
3034,961,2690
3035,964,2696
3036,964,2698
3037,966,2699
3038,967,2700
3039,968,2702
3040,970,2703
3041,971,2705
3042,971,2705
3043,971,2705
3044,972,2705
3045,973,2705
3046,976,2705
3047,976,2707
3048,976,2708
3049,977,2709
3050,978,2709
3051,982,2709
3052,983,2709
3053,983,2709
3054,987,2709
3055,988,2709
3056,988,2709
3057,988,2710
3058,996,2710
3059,996,2710
3060,996,2710
3061,997,2711
3062,997,2712
3063,1006,2712
3064,1006,2713
3065,1006,2714
3066,1007,2715
3067,1011,2720
3068,1011,2720
3069,1011,2722
3070,1013,2722
3071,1015,2723
3072,1015,2723
3073,1018,2723
3074,1020,2726
3075,1020,2726
3076,1021,2726
3077,1021,2727
3078,1023,2727
3079,1024,2727
3080,1025,2727
3081,1025,2727
3082,1027,2727
3083,1027,2727
3084,1027,2727
3085,1030,2727
3086,1030,2727
3087,1030,2728
3088,1030,2729
3089,1032,2729
3090,1033,2730
3091,1035,2731
3092,1037,2731
3093,1042,2733
3094,1044,2733
3095,1050,2733
3096,1051,2733
3097,1051,2733
3098,1051,2735
3099,1053,2736
3100,1054,2736
3101,1055,2736
3102,1055,2736
3103,1055,2737
3104,1056,2737
3105,1060,2737
3106,1064,2737
3107,1065,2738
3108,1066,2738
3109,1068,2739
3110,1068,2741
3111,1068,2741
3112,1073,2741
3113,1073,2741
3114,1073,2741
3115,1073,2741
3116,1076,2741
3117,1076,2745
3118,1076,2745
3119,1082,2745
3120,1083,2746
3121,1083,2746
3122,1089,2749
3123,1090,2752
3124,1092,2752
3125,1092,2752
3126,1092,2752
3127,1092,2752
3128,1095,2752
3129,1095,2753
3130,1097,2764
3131,1097,2764
3132,1097,2764
3133,1101,2764
3134,1101,2766
3135,1104,2768
3136,1104,2768
3137,1104,2768
3138,1104,2768
3139,1104,2768
3140,1104,2768
3141,1104,2768
3142,1104,2769
3143,1105,2774
3144,1112,2778
3145,1113,2780
3146,1114,2780
3147,1121,2780
3148,1122,2780
3149,1122,2780
3150,1123,2780
3151,1123,2780
3152,1124,2781
3153,1124,2783
3154,1124,2786
3155,1125,2786
3156,1125,2786
3157,1134,2786
3158,1134,2788
3159,1137,2788
3160,1142,2791
3161,1142,2797
3162,1143,2798
3163,1143,2798
3164,1143,2798
3165,1144,2799
3166,1144,2799
3167,1145,2799
3168,1146,2802
3169,1146,2806
3170,1146,2806
3171,1146,2807
3172,1146,2812
3173,1155,2815
3174,1157,2820
3175,1157,2820
3176,1161,2823
3177,1165,2824
3178,1169,2824
3179,1172,2824
3180,1172,2825
3181,1173,2826
3182,1174,2827
3183,1174,2832
3184,1175,2832
3185,1176,2834
3186,1179,2838
3187,1179,2841
3188,1179,2841
3189,1182,2842
3190,1182,2842
3191,1186,2842
3192,1186,2842
3193,1186,2842
3194,1190,2844
3195,1190,2844
3196,1191,2844
3197,1191,2844
3198,1200,2845
3199,1200,2845
3200,1200,2846
3201,1201,2846
3202,1202,2846
3203,1202,2847
3204,1202,2848
3205,1202,2848
3206,1202,2849
3207,1202,2852
3208,1202,2854
3209,1202,2855
3210,1202,2857
3211,1203,2859
3212,1203,2862
3213,1203,2864
3214,1209,2865
3215,1213,2868
3216,1213,2869
3217,1213,2871
3218,1213,2872
3219,1213,2873
3220,1215,2881
3221,1218,2881
3222,1218,2881
3223,1218,2883
3224,1218,2884
3225,1218,2886
3226,1218,2887
3227,1218,2889
3228,1218,2889
3229,1218,2889
3230,1220,2891
3231,1220,2891
3232,1221,2891
3233,1222,2891
3234,1223,2894
3235,1223,2895
3236,1223,2896
3237,1224,2896
3238,1224,2897
3239,1224,2897
3240,1225,2900
3241,1225,2900
3242,1225,2902
3243,1225,2903
3244,1225,2904
3245,1225,2904
3246,1225,2904
3247,1225,2904
3248,1225,2904
3249,1227,2904
3250,1228,2905
3251,1228,2906
3252,1232,2906
3253,1232,2909
3254,1233,2912
3255,1235,2912
3256,1240,2913
3257,1243,2913
3258,1250,2914
3259,1250,2914
3260,1250,2915
3261,1251,2916
3262,1252,2916
3263,1255,2916
3264,1256,2919
3265,1261,2919
3266,1262,2922
3267,1265,2923
3268,1265,2924
3269,1265,2925
3270,1265,2926
3271,1265,2927
3272,1265,2927
3273,1265,2927
3274,1265,2928
3275,1266,2931
3276,1266,2931
3277,1267,2931
3278,1268,2933
3279,1270,2933
3280,1270,2933
3281,1270,2934
3282,1270,2934
3283,1270,2935
3284,1270,2935
3285,1270,2935
3286,1270,2935
3287,1270,2935
3288,1270,2935
3289,1276,2935
3290,1278,2935
3291,1284,2935
3292,1284,2935
3293,1285,2939
3294,1288,2939
3295,1288,2941
3296,1289,2941
3297,1292,2944
3298,1293,2946
3299,1293,2950
3300,1293,2952
3301,1293,2952
3302,1293,2955
3303,1303,2957
3304,1304,2960
3305,1304,2962
3306,1306,2962
3307,1307,2962
3308,1308,2967
3309,1309,2967
3310,1315,2967
3311,1315,2968
3312,1316,2968
3313,1316,2970
3314,1321,2976
3315,1321,2976
3316,1322,2976
3317,1322,2976
3318,1322,2978
3319,1322,2979
3320,1323,2980
3321,1325,2980
3322,1340,2980
3323,1342,2980
3324,1342,2981
3325,1342,2981
3326,1342,2982
3327,1344,2983
3328,1344,2984
3329,1344,2984
3330,1344,2984
3331,1346,2984
3332,1349,2986
3333,1350,2989
3334,1350,2989
3335,1350,2989
3336,1350,2989
3337,1352,2989
3338,1352,2989
3339,1352,2989
3340,1353,2993
3341,1356,2995
3342,1356,2998
3343,1360,3003
3344,1363,3004
3345,1369,3005
3346,1372,3008
3347,1372,3012
3348,1372,3013
3349,1372,3013
3350,1373,3016
3351,1373,3021
3352,1378,3021
3353,1381,3021
3354,1382,3021
3355,1383,3021
3356,1391,3021
3357,1391,3021
3358,1391,3021
3359,1393,3021
3360,1397,3021
3361,1397,3021
3362,1401,3021
3363,1401,3024
3364,1405,3025
3365,1406,3025
3366,1406,3035
3367,1406,3039
3368,1408,3041
3369,1412,3043
3370,1414,3045
3371,1416,3046
3372,1416,3047
3373,1416,3050
3374,1416,3051
3375,1416,3051
3376,1416,3051
3377,1416,3051
3378,1416,3057
3379,1416,3059
3380,1416,3060
3381,1416,3060
3382,1416,3060
3383,1416,3062
3384,1417,3062
3385,1417,3062
3386,1424,3064
3387,1426,3068
3388,1427,3068
3389,1430,3068
3390,1430,3068
3391,1431,3069
3392,1431,3069
3393,1431,3069
3394,1431,3069
3395,1431,3070
3396,1431,3072
3397,1431,3074
3398,1431,3076
3399,1431,3077
3400,1431,3078
3401,1431,3078
3402,1436,3079
3403,1439,3079
3404,1439,3082
3405,1444,3082
3406,1446,3082
3407,1452,3083
3408,1458,3084
3409,1463,3085
3410,1465,3089
3411,1470,3090
3412,1470,3090
3413,1470,3090
3414,1471,3090
3415,1473,3092
3416,1476,3099
3417,1476,3099
3418,1481,3100
3419,1483,3101
3420,1484,3106
3421,1485,3110
3422,1485,3111
3423,1487,3113
3424,1488,3113
3425,1488,3113
3426,1488,3119
3427,1488,3128
3428,1489,3130
3429,1490,3130
3430,1490,3130
3431,1493,3130
3432,1493,3132
3433,1493,3132
3434,1494,3132
3435,1498,3132
3436,1498,3132
3437,1498,3132
3438,1498,3132
3439,1498,3134
3440,1502,3135
3441,1503,3136
3442,1503,3138
3443,1513,3139
3444,1513,3139
3445,1513,3139
3446,1513,3139
3447,1513,3141
3448,1513,3149
3449,1513,3150
3450,1523,3151
3451,1524,3151
3452,1537,3153
3453,1545,3154
3454,1548,3156
3455,1555,3163
3456,1563,3165
3457,1569,3166
3458,1580,3166
3459,1585,3166
3460,1585,3166
3461,1585,3166
3462,1585,3170
3463,1585,3172
3464,1585,3172
3465,1585,3172
3466,1585,3172
3467,1585,3172
3468,1590,3177
3469,1590,3179
3470,1590,3182
3471,1598,3184
3472,1598,3185
3473,1599,3187
3474,1604,3187
3475,1610,3187
3476,1612,3187
3477,1612,3194
3478,1619,3195
3479,1619,3198
3480,1622,3198
3481,1623,3198
3482,1625,3202
3483,1625,3207
3484,1626,3208
3485,1627,3209
3486,1640,3210
3487,1640,3210
3488,1642,3212
3489,1642,3223
3490,1642,3224
3491,1642,3225
3492,1643,3228
3493,1644,3232
3494,1644,3232
3495,1647,3232
3496,1651,3232
3497,1654,3233
3498,1659,3233
3499,1659,3233
3500,1664,3233
3501,1665,3239
3502,1667,3240
3503,1677,3240
3504,1681,3241
3505,1684,3245
3506,1688,3245
3507,1688,3245
3508,1689,3245
3509,1692,3245
3510,1698,3247
3511,1698,3249
3512,1698,3250
3513,1698,3250
3514,1699,3252
3515,1709,3254
3516,1709,3254
3517,1725,3254
3518,1728,3256
3519,1729,3258
3520,1732,3258
3521,1733,3258
3522,1736,3258
3523,1736,3259
3524,1736,3260
3525,1736,3262
3526,1738,3262
3527,1739,3264
3528,1739,3267
3529,1739,3268
3530,1739,3270
3531,1739,3272
3532,1741,3274
3533,1742,3275
3534,1742,3275
3535,1742,3277
3536,1757,3281
3537,1758,3282
3538,1767,3282
3539,1767,3283
3540,1769,3284
3541,1769,3284
3542,1769,3284
3543,1769,3287
3544,1769,3287
3545,1769,3291
3546,1769,3292
3547,1769,3292
3548,1769,3292
3549,1769,3292
3550,1769,3292
3551,1769,3292
3552,1769,3292
3553,1769,3298
3554,1769,3298
3555,1769,3298
3556,1769,3298
3557,1781,3302
3558,1781,3303
3559,1781,3303
3560,1785,3306
3561,1786,3308
3562,1788,3308
3563,1789,3310
3564,1789,3311
3565,1790,3312
3566,1795,3313
3567,1795,3313
3568,1795,3313
3569,1795,3315
3570,1795,3316
3571,1795,3316
3572,1795,3318
3573,1795,3319
3574,1796,3320
3575,1802,3321
3576,1804,3322
3577,1804,3322
3578,1811,3322
3579,1817,3322
3580,1817,3325
3581,1817,3328
3582,1817,3330
3583,1821,3333
3584,1822,3335
3585,1824,3337
3586,1824,3337
3587,1825,3339
3588,1826,3341
3589,1826,3348
3590,1829,3351
3591,1830,3352
3592,1830,3360
3593,1830,3361
3594,1830,3362
3595,1830,3362
3596,1830,3362
3597,1830,3363
3598,1832,3364
3599,1835,3364
3600,1837,3366
3601,1837,3367
3602,1837,3367
3603,1839,3368
3604,1839,3368
3605,1839,3368
3606,1839,3368
3607,1839,3368
3608,1840,3369
3609,1847,3369
3610,1848,3370
3611,1849,3372
3612,1852,3374
3613,1853,3374
3614,1853,3374
3615,1854,3374
3616,1857,3374
3617,1858,3377
3618,1859,3379
3619,1861,3379
3620,1862,3381
3621,1862,3382
3622,1867,3383
3623,1868,3383
3624,1872,3385
3625,1872,3386
3626,1872,3389
3627,1872,3389
3628,1873,3389
3629,1876,3392
3630,1877,3393
3631,1878,3397
3632,1878,3398
3633,1878,3399
3634,1882,3399
3635,1887,3400
3636,1898,3400
3637,1898,3404
3638,1898,3405
3639,1900,3406
3640,1907,3406
3641,1907,3407
3642,1908,3412
3643,1910,3412
3644,1910,3412
3645,1913,3412
3646,1918,3412
3647,1922,3415
3648,1923,3416
3649,1923,3418
3650,1923,3418
3651,1928,3419
3652,1936,3423
3653,1936,3423
3654,1938,3423
3655,1941,3424
3656,1943,3425
3657,1943,3426
3658,1946,3427
3659,1954,3427
3660,1956,3433
3661,1956,3434
3662,1956,3437
3663,1956,3437
3664,1957,3438
3665,1975,3439
3666,1976,3443
3667,1976,3446
3668,1980,3449
3669,1982,3449
3670,1984,3450
3671,1984,3452
3672,1984,3452
3673,1988,3452
3674,1990,3452
3675,1996,3452
3676,1996,3452
3677,1997,3455
3678,2000,3455
3679,2007,3455
3680,2007,3455
3681,2007,3455
3682,2007,3455
3683,2007,3455
3684,2007,3455
3685,2007,3456
3686,2007,3456
3687,2007,3465
3688,2007,3465
3689,2007,3466
3690,2013,3466
3691,2018,3466
3692,2019,3466
3693,2019,3466
3694,2019,3466
3695,2019,3466
3696,2019,3467
3697,2019,3467
3698,2019,3467
3699,2019,3468
3700,2027,3470
3701,2028,3470
3702,2033,3473
3703,2035,3473
3704,2036,3475
3705,2036,3475
